user_id,Session_Start_Time,Page_URL,Timestamp,Duration_on_Page_s,Interaction_Type,Device_Type,Browser,Country,Referrer
9107e4dd-de1f-441b-9d6a-08644a68fb26,2023-01-29 18:11:58,author,2023-11-17 21:51:33,296,form_submit,mobile,Mozilla/5.0 (Android 1.5; Mobile; rv:63.0) Gecko/63.0 Firefox/63.0,ER,http://www.dunlap-lucas.com/wp-contentfaq.asp
9107e4dd-de1f-441b-9d6a-08644a68fb26,2023-01-29 18:11:58,index,2023-05-22 10:42:10,252,click,tablet,Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_8_4; rv:1.9.6.20) Gecko/7707-07-08 15:45:18 Firefox/3.6.19,BH,https://tucker.net/postsindex.html
e1dd717a-8f76-450d-9486-c5d04d70531c,2023-08-25 02:24:00,post,2023-10-25 07:44:06,183,click,desktop,Opera/9.94.(X11; Linux i686; bo-IN) Presto/2.9.166 Version/12.00,ML,https://www.le.com/search/blogindex.jsp
e1dd717a-8f76-450d-9486-c5d04d70531c,2023-08-25 02:24:00,privacy,2023-11-10 08:10:54,52,scroll,desktop,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_7_1 rv:2.0; so-ET) AppleWebKit/531.44.1 (KHTML, like Gecko) Version/5.1 Safari/531.44.1",FM,http://www.logan-martinez.info/category/main/appregister.jsp
e1dd717a-8f76-450d-9486-c5d04d70531c,2023-08-25 02:24:00,main,2023-09-10 06:11:49,138,form_submit,desktop,Opera/9.12.(X11; Linux x86_64; raj-IN) Presto/2.9.177 Version/12.00,SM,http://www.williams-chambers.net/tag/explorehomepage.html
e1dd717a-8f76-450d-9486-c5d04d70531c,2023-08-25 02:24:00,search,2023-11-12 19:56:14,13,scroll,desktop,Opera/8.70.(Windows NT 5.1; apn-IN) Presto/2.9.175 Version/12.00,ID,http://www.dunn.com/categoryprivacy.html
e1dd717a-8f76-450d-9486-c5d04d70531c,2023-08-25 02:24:00,category,2023-11-10 21:35:28,176,form_submit,tablet,Opera/8.39.(X11; Linux i686; yo-NG) Presto/2.9.184 Version/10.00,ZA,https://www.brown.com/main/appsearch.html
58849037-2736-4523-bc2e-c7d612546814,2023-07-03 03:41:46,terms,2023-07-26 21:03:31,130,click,desktop,"Mozilla/5.0 (Linux; Android 5.1) AppleWebKit/535.0 (KHTML, like Gecko) Chrome/50.0.870.0 Safari/535.0",CZ,http://www.davis.net/listfaq.htm
58849037-2736-4523-bc2e-c7d612546814,2023-07-03 03:41:46,author,2023-11-06 01:00:27,153,exit,tablet,"Mozilla/5.0 (Windows CE) AppleWebKit/535.0 (KHTML, like Gecko) Chrome/50.0.830.0 Safari/535.0",GB,http://williams.com/tag/applogin.html
58849037-2736-4523-bc2e-c7d612546814,2023-07-03 03:41:46,post,2023-10-26 12:04:01,245,form_submit,tablet,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_9_6; rv:1.9.2.20) Gecko/4467-03-05 01:25:14 Firefox/11.0,GY,http://rodriguez.info/categorycategory.html
58849037-2736-4523-bc2e-c7d612546814,2023-07-03 03:41:46,register,2023-10-31 11:32:17,193,scroll,tablet,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.5.20) Gecko/4145-07-25 07:09:51 Firefox/3.6.8,OM,http://www.nelson.org/main/categoryindex.html
58849037-2736-4523-bc2e-c7d612546814,2023-07-03 03:41:46,faq,2023-11-30 05:43:23,167,form_submit,tablet,Mozilla/5.0 (Windows 95; km-KH; rv:1.9.0.20) Gecko/7678-11-13 10:43:57 Firefox/3.8,SA,https://hernandez-robinson.com/posts/search/explorelogin.htm
58849037-2736-4523-bc2e-c7d612546814,2023-07-03 03:41:46,category,2023-07-24 10:20:46,10,click,tablet,Opera/9.12.(Windows 98; hy-AM) Presto/2.9.180 Version/10.00,MN,http://valenzuela.com/categorycategory.htm
58849037-2736-4523-bc2e-c7d612546814,2023-07-03 03:41:46,about,2023-10-22 00:42:47,96,exit,mobile,"Mozilla/5.0 (Linux; Android 4.0.3) AppleWebKit/536.2 (KHTML, like Gecko) Chrome/21.0.817.0 Safari/536.2",IR,https://fowler.org/poststerms.asp
58849037-2736-4523-bc2e-c7d612546814,2023-07-03 03:41:46,home,2023-09-30 09:10:34,148,click,mobile,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 4.0; Trident/4.0),TV,http://www.smith-gillespie.com/posts/tags/taglogin.html
58849037-2736-4523-bc2e-c7d612546814,2023-07-03 03:41:46,login,2023-11-19 23:10:15,50,exit,desktop,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/4.1),CL,http://www.hill.info/tag/categoriesprivacy.html
58849037-2736-4523-bc2e-c7d612546814,2023-07-03 03:41:46,privacy,2023-11-27 20:38:42,287,scroll,mobile,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_6_3) AppleWebKit/535.0 (KHTML, like Gecko) Chrome/31.0.802.0 Safari/535.0",BA,http://miller.com/app/searchsearch.jsp
7633e933-b6aa-4c72-9cd6-e1a319ff9237,2023-09-24 20:26:17,index,2023-11-21 21:54:05,50,exit,mobile,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_2 like Mac OS X; wae-CH) AppleWebKit/534.36.1 (KHTML, like Gecko) Version/3.0.5 Mobile/8B118 Safari/6534.36.1",OM,http://craig.com/list/explore/bloghomepage.php
7633e933-b6aa-4c72-9cd6-e1a319ff9237,2023-09-24 20:26:17,author,2023-11-06 12:56:46,274,exit,mobile,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_0 like Mac OS X; fil-PH) AppleWebKit/535.29.1 (KHTML, like Gecko) Version/4.0.5 Mobile/8B116 Safari/6535.29.1",BT,http://www.roberson-andrews.info/list/category/postshome.jsp
7633e933-b6aa-4c72-9cd6-e1a319ff9237,2023-09-24 20:26:17,faq,2023-11-14 13:46:22,204,form_submit,mobile,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_3 like Mac OS X; ss-ZA) AppleWebKit/534.45.2 (KHTML, like Gecko) Version/3.0.5 Mobile/8B113 Safari/6534.45.2",PS,https://bass.com/posts/exploreterms.php
7633e933-b6aa-4c72-9cd6-e1a319ff9237,2023-09-24 20:26:17,home,2023-10-28 11:36:24,143,form_submit,mobile,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_12_1) AppleWebKit/532.1 (KHTML, like Gecko) Chrome/47.0.888.0 Safari/532.1",ZW,http://smith-levine.com/categories/categoriesmain.jsp
7633e933-b6aa-4c72-9cd6-e1a319ff9237,2023-09-24 20:26:17,category,2023-11-15 08:39:44,120,scroll,tablet,"Mozilla/5.0 (Windows; U; Windows CE) AppleWebKit/531.22.5 (KHTML, like Gecko) Version/4.0.1 Safari/531.22.5",BE,http://www.mcneil.biz/main/explore/appprivacy.php
7633e933-b6aa-4c72-9cd6-e1a319ff9237,2023-09-24 20:26:17,post,2023-11-21 23:05:11,53,form_submit,mobile,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_7_6 rv:5.0; os-RU) AppleWebKit/531.38.7 (KHTML, like Gecko) Version/4.0.4 Safari/531.38.7",TW,https://reilly.com/list/categoryprivacy.html
7633e933-b6aa-4c72-9cd6-e1a319ff9237,2023-09-24 20:26:17,homepage,2023-11-26 18:23:53,212,click,mobile,Opera/8.24.(Windows NT 6.1; ga-IE) Presto/2.9.190 Version/11.00,HT,http://cummings-riddle.com/categoriesabout.html
7633e933-b6aa-4c72-9cd6-e1a319ff9237,2023-09-24 20:26:17,terms,2023-11-04 22:01:55,217,exit,desktop,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 4.0; Trident/3.0),LV,https://www.burgess.com/blogsearch.asp
7633e933-b6aa-4c72-9cd6-e1a319ff9237,2023-09-24 20:26:17,register,2023-11-25 20:03:33,82,exit,desktop,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 6.0; Trident/5.1),NO,http://www.woods.net/tagsterms.jsp
7633e933-b6aa-4c72-9cd6-e1a319ff9237,2023-09-24 20:26:17,search,2023-10-02 17:43:18,76,scroll,mobile,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.6.20) Gecko/3877-09-11 01:24:53 Firefox/3.6.11,ZM,http://flores.org/app/posts/postssearch.html
7633e933-b6aa-4c72-9cd6-e1a319ff9237,2023-09-24 20:26:17,about,2023-10-30 22:51:06,281,click,mobile,Opera/9.50.(X11; Linux i686; tr-CY) Presto/2.9.160 Version/11.00,IR,https://stevenson-murphy.com/listfaq.htm
7633e933-b6aa-4c72-9cd6-e1a319ff9237,2023-09-24 20:26:17,main,2023-10-25 20:20:49,244,exit,tablet,"Mozilla/5.0 (iPad; CPU iPad OS 4_2_1 like Mac OS X) AppleWebKit/532.1 (KHTML, like Gecko) FxiOS/9.6v9847.0 Mobile/04Z616 Safari/532.1",TZ,https://www.mullen.com/search/categoriescategory.php
1cd8314c-1db8-4f87-a11a-4c5da12b078d,2023-11-30 11:25:07,faq,2023-11-30 22:25:18,61,click,desktop,"Mozilla/5.0 (iPad; CPU iPad OS 14_2_1 like Mac OS X) AppleWebKit/535.0 (KHTML, like Gecko) FxiOS/15.1j3618.0 Mobile/40Z347 Safari/535.0",TG,http://www.moses.com/categoryterms.asp
1cd8314c-1db8-4f87-a11a-4c5da12b078d,2023-11-30 11:25:07,main,2023-12-01 09:12:42,57,scroll,mobile,Mozilla/5.0 (Android 2.1; Mobile; rv:34.0) Gecko/34.0 Firefox/34.0,AU,http://trujillo-lopez.info/wp-contentindex.php
1cd8314c-1db8-4f87-a11a-4c5da12b078d,2023-11-30 11:25:07,category,2023-11-30 23:17:09,61,click,mobile,Opera/9.22.(Windows NT 5.2; ig-NG) Presto/2.9.180 Version/10.00,FI,https://nicholson.com/explore/tag/blogauthor.php
1cd8314c-1db8-4f87-a11a-4c5da12b078d,2023-11-30 11:25:07,post,2023-12-01 17:02:55,254,click,mobile,Opera/9.79.(X11; Linux x86_64; pt-PT) Presto/2.9.178 Version/10.00,TM,https://walters-salinas.info/app/tag/postsabout.php
1cd8314c-1db8-4f87-a11a-4c5da12b078d,2023-11-30 11:25:07,home,2023-12-01 09:51:02,102,form_submit,desktop,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_7_4) AppleWebKit/536.0 (KHTML, like Gecko) Chrome/17.0.899.0 Safari/536.0",PH,https://strickland.biz/categories/tags/postsfaq.html
232bcfbe-6bc7-4360-8b3b-747c0bacd2ec,2023-05-16 14:27:10,author,2023-06-26 09:53:38,272,scroll,desktop,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/5.1),NA,https://cole-jacobs.biz/blogsearch.htm
232bcfbe-6bc7-4360-8b3b-747c0bacd2ec,2023-05-16 14:27:10,home,2023-08-27 13:42:30,180,form_submit,mobile,Opera/9.16.(X11; Linux i686; dz-BT) Presto/2.9.176 Version/12.00,RO,https://campbell.com/explore/blogauthor.asp
232bcfbe-6bc7-4360-8b3b-747c0bacd2ec,2023-05-16 14:27:10,homepage,2023-10-20 13:55:41,120,scroll,tablet,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_10_8 rv:5.0; or-IN) AppleWebKit/534.33.7 (KHTML, like Gecko) Version/5.0.2 Safari/534.33.7",KZ,https://www.clark.com/category/blogregister.html
232bcfbe-6bc7-4360-8b3b-747c0bacd2ec,2023-05-16 14:27:10,register,2023-11-10 18:42:47,108,scroll,mobile,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/535.0 (KHTML, like Gecko) Chrome/35.0.809.0 Safari/535.0",FR,https://www.byrd.biz/tagpost.php
232bcfbe-6bc7-4360-8b3b-747c0bacd2ec,2023-05-16 14:27:10,about,2023-08-24 07:03:47,244,form_submit,tablet,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_9_3 rv:5.0; kl-GL) AppleWebKit/531.34.5 (KHTML, like Gecko) Version/4.0 Safari/531.34.5",CD,https://perry.com/category/blog/categorieshome.html
232bcfbe-6bc7-4360-8b3b-747c0bacd2ec,2023-05-16 14:27:10,search,2023-07-29 21:08:59,12,click,desktop,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_1 rv:2.0; mai-IN) AppleWebKit/532.10.4 (KHTML, like Gecko) Version/4.0.2 Safari/532.10.4",AF,http://hoffman.org/categories/category/listindex.htm
232bcfbe-6bc7-4360-8b3b-747c0bacd2ec,2023-05-16 14:27:10,login,2023-08-06 22:02:41,239,form_submit,tablet,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_1 like Mac OS X; raj-IN) AppleWebKit/535.3.5 (KHTML, like Gecko) Version/3.0.5 Mobile/8B112 Safari/6535.3.5",MM,http://benton.com/app/posts/appprivacy.html
232bcfbe-6bc7-4360-8b3b-747c0bacd2ec,2023-05-16 14:27:10,index,2023-09-09 02:22:42,293,click,desktop,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.2; Trident/4.0),LC,http://barrera.net/searchindex.htm
232bcfbe-6bc7-4360-8b3b-747c0bacd2ec,2023-05-16 14:27:10,terms,2023-10-01 19:24:39,298,scroll,tablet,Opera/8.38.(Windows NT 5.0; ig-NG) Presto/2.9.162 Version/10.00,MZ,https://www.rosario.com/app/posts/mainhomepage.asp
232bcfbe-6bc7-4360-8b3b-747c0bacd2ec,2023-05-16 14:27:10,faq,2023-07-05 15:01:45,282,exit,tablet,"Mozilla/5.0 (Windows; U; Windows NT 6.1) AppleWebKit/531.18.4 (KHTML, like Gecko) Version/4.0 Safari/531.18.4",ZA,http://www.johnston-boyle.com/posts/tagmain.html
232bcfbe-6bc7-4360-8b3b-747c0bacd2ec,2023-05-16 14:27:10,post,2023-10-21 20:26:36,193,click,mobile,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.0),MC,https://www.barton.info/blog/maincategory.html
232bcfbe-6bc7-4360-8b3b-747c0bacd2ec,2023-05-16 14:27:10,privacy,2023-11-02 16:06:21,202,scroll,desktop,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.7.20) Gecko/2163-07-04 13:02:09 Firefox/3.6.7,TM,https://www.edwards-york.net/wp-content/category/mainsearch.html
232bcfbe-6bc7-4360-8b3b-747c0bacd2ec,2023-05-16 14:27:10,main,2023-06-04 01:02:42,137,form_submit,tablet,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_1 like Mac OS X; os-RU) AppleWebKit/533.49.2 (KHTML, like Gecko) Version/3.0.5 Mobile/8B116 Safari/6533.49.2",SD,http://hunt.net/wp-contenthomepage.html
232bcfbe-6bc7-4360-8b3b-747c0bacd2ec,2023-05-16 14:27:10,category,2023-07-17 04:58:23,189,click,desktop,"Mozilla/5.0 (Linux; Android 8.0.0) AppleWebKit/533.1 (KHTML, like Gecko) Chrome/14.0.833.0 Safari/533.1",MR,http://carr.biz/postshomepage.php
232bcfbe-6bc7-4360-8b3b-747c0bacd2ec,2023-05-16 14:27:10,about,2023-11-24 08:22:47,220,form_submit,tablet,Opera/9.87.(X11; Linux x86_64; fi-FI) Presto/2.9.178 Version/11.00,CN,http://www.ramirez.com/posts/categoriessearch.html
232bcfbe-6bc7-4360-8b3b-747c0bacd2ec,2023-05-16 14:27:10,post,2023-11-13 08:24:34,175,click,mobile,Opera/8.99.(Windows NT 5.0; sq-ML) Presto/2.9.165 Version/10.00,IE,https://www.neal.org/categories/blogterms.htm
232bcfbe-6bc7-4360-8b3b-747c0bacd2ec,2023-05-16 14:27:10,homepage,2023-05-29 04:11:25,47,exit,desktop,"Mozilla/5.0 (Linux; Android 3.2.4) AppleWebKit/531.0 (KHTML, like Gecko) Chrome/37.0.874.0 Safari/531.0",GY,http://www.lynch.net/category/wp-content/wp-contentfaq.html
232bcfbe-6bc7-4360-8b3b-747c0bacd2ec,2023-05-16 14:27:10,about,2023-07-10 23:08:46,113,exit,tablet,Opera/8.44.(X11; Linux x86_64; ckb-IQ) Presto/2.9.184 Version/11.00,HR,https://lopez-harris.com/tags/category/appcategory.html
c5eb9eb1-dd74-48f3-af56-6764deb775e4,2023-08-31 03:24:22,terms,2023-09-14 03:21:10,79,click,desktop,Mozilla/5.0 (X11; Linux i686; rv:1.9.6.20) Gecko/3155-06-23 20:09:53 Firefox/8.0,CN,https://www.roberts-hamilton.net/blogauthor.htm
c5eb9eb1-dd74-48f3-af56-6764deb775e4,2023-08-31 03:24:22,homepage,2023-11-24 11:22:18,55,form_submit,mobile,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_5_1) AppleWebKit/531.2 (KHTML, like Gecko) Chrome/36.0.894.0 Safari/531.2",NL,http://hart.com/appregister.html
c5eb9eb1-dd74-48f3-af56-6764deb775e4,2023-08-31 03:24:22,home,2023-11-27 01:06:23,158,form_submit,tablet,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_9 rv:6.0; dv-MV) AppleWebKit/534.11.1 (KHTML, like Gecko) Version/5.0.4 Safari/534.11.1",SA,http://peterson-johns.com/categories/tag/tagterms.php
c5eb9eb1-dd74-48f3-af56-6764deb775e4,2023-08-31 03:24:22,author,2023-10-10 04:53:00,63,exit,tablet,Opera/8.89.(X11; Linux i686; pl-PL) Presto/2.9.162 Version/10.00,UY,http://www.carpenter-navarro.org/search/categories/blogterms.html
c5eb9eb1-dd74-48f3-af56-6764deb775e4,2023-08-31 03:24:22,category,2023-12-01 23:32:13,34,scroll,tablet,Mozilla/5.0 (Windows NT 6.0; uk-UA; rv:1.9.0.20) Gecko/7251-01-24 17:44:09 Firefox/3.6.9,AD,https://www.peters-gregory.com/explore/category/tagsprivacy.html
c5eb9eb1-dd74-48f3-af56-6764deb775e4,2023-08-31 03:24:22,privacy,2023-11-02 16:49:09,115,scroll,mobile,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_5_7 rv:2.0; pap-AW) AppleWebKit/534.1.4 (KHTML, like Gecko) Version/4.1 Safari/534.1.4",KM,https://www.fleming.com/category/categoryindex.html
c5eb9eb1-dd74-48f3-af56-6764deb775e4,2023-08-31 03:24:22,about,2023-10-28 01:53:01,121,click,mobile,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 6.2; Trident/3.0),BN,https://garcia.com/wp-content/search/exploremain.htm
c5eb9eb1-dd74-48f3-af56-6764deb775e4,2023-08-31 03:24:22,login,2023-09-24 11:00:06,269,form_submit,tablet,Mozilla/5.0 (Windows NT 6.0; uz-UZ; rv:1.9.2.20) Gecko/3172-09-07 18:31:08 Firefox/3.6.7,TJ,https://welch.com/list/blogcategory.html
c5eb9eb1-dd74-48f3-af56-6764deb775e4,2023-08-31 03:24:22,register,2023-10-13 15:03:17,290,form_submit,tablet,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_3 like Mac OS X; ss-ZA) AppleWebKit/532.15.3 (KHTML, like Gecko) Version/3.0.5 Mobile/8B113 Safari/6532.15.3",TT,https://bennett.biz/categories/listhome.html
c5eb9eb1-dd74-48f3-af56-6764deb775e4,2023-08-31 03:24:22,post,2023-10-09 00:14:27,149,scroll,tablet,Opera/8.48.(X11; Linux x86_64; lo-LA) Presto/2.9.185 Version/11.00,DO,http://www.schultz-jones.com/categorycategory.jsp
c5eb9eb1-dd74-48f3-af56-6764deb775e4,2023-08-31 03:24:22,main,2023-09-12 18:24:13,277,exit,mobile,Opera/9.40.(Windows NT 6.1; sd-IN) Presto/2.9.166 Version/12.00,CG,http://greer.biz/poststerms.php
c5eb9eb1-dd74-48f3-af56-6764deb775e4,2023-08-31 03:24:22,faq,2023-10-04 14:17:49,290,form_submit,tablet,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.0; Trident/4.0),DK,http://fry.com/posts/listabout.htm
c5eb9eb1-dd74-48f3-af56-6764deb775e4,2023-08-31 03:24:22,search,2023-10-15 19:20:41,169,click,desktop,Mozilla/5.0 (Android 8.0.0; Mobile; rv:45.0) Gecko/45.0 Firefox/45.0,VU,http://www.white-willis.com/list/wp-content/appregister.php
c5eb9eb1-dd74-48f3-af56-6764deb775e4,2023-08-31 03:24:22,index,2023-11-22 19:13:39,19,exit,desktop,"Mozilla/5.0 (Windows; U; Windows NT 5.01) AppleWebKit/535.16.7 (KHTML, like Gecko) Version/5.0 Safari/535.16.7",TO,http://www.west-weaver.com/mainlogin.htm
74a5c78c-b7c9-4cbd-ae89-c2017cbe796e,2023-04-26 09:25:16,search,2023-07-10 04:24:26,77,click,tablet,"Mozilla/5.0 (Windows; U; Windows NT 5.0) AppleWebKit/532.21.1 (KHTML, like Gecko) Version/4.0 Safari/532.21.1",TJ,https://alvarez-house.com/tagauthor.htm
74a5c78c-b7c9-4cbd-ae89-c2017cbe796e,2023-04-26 09:25:16,terms,2023-05-08 07:35:56,74,exit,mobile,"Mozilla/5.0 (Linux; Android 5.1.1) AppleWebKit/531.1 (KHTML, like Gecko) Chrome/20.0.814.0 Safari/531.1",BD,https://www.warren-foster.org/categories/tagshomepage.jsp
74a5c78c-b7c9-4cbd-ae89-c2017cbe796e,2023-04-26 09:25:16,login,2023-06-22 02:24:44,8,exit,desktop,Opera/9.62.(Windows NT 5.0; kn-IN) Presto/2.9.184 Version/11.00,SZ,http://www.williams-foster.com/appindex.htm
74a5c78c-b7c9-4cbd-ae89-c2017cbe796e,2023-04-26 09:25:16,category,2023-05-12 12:43:28,258,scroll,desktop,"Mozilla/5.0 (iPad; CPU iPad OS 10_3_4 like Mac OS X) AppleWebKit/531.2 (KHTML, like Gecko) CriOS/34.0.851.0 Mobile/47P731 Safari/531.2",NZ,https://www.ramirez.com/tags/app/categoryhomepage.htm
74a5c78c-b7c9-4cbd-ae89-c2017cbe796e,2023-04-26 09:25:16,post,2023-11-04 08:59:47,46,scroll,tablet,"Mozilla/5.0 (iPad; CPU iPad OS 10_3_4 like Mac OS X) AppleWebKit/531.1 (KHTML, like Gecko) FxiOS/11.4h3506.0 Mobile/41M834 Safari/531.1",VA,https://www.wright.com/mainterms.jsp
64e6cd0d-cd31-45d4-84d3-d54e68fc7761,2023-11-27 22:28:18,faq,2023-11-28 14:44:05,81,exit,mobile,"Mozilla/5.0 (Windows CE) AppleWebKit/532.2 (KHTML, like Gecko) Chrome/53.0.875.0 Safari/532.2",SY,http://knapp-davies.com/categories/tagsindex.html
64e6cd0d-cd31-45d4-84d3-d54e68fc7761,2023-11-27 22:28:18,login,2023-12-01 04:19:50,188,click,mobile,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 4.0; Trident/4.1),AZ,https://www.buchanan.org/tag/search/exploresearch.html
64e6cd0d-cd31-45d4-84d3-d54e68fc7761,2023-11-27 22:28:18,post,2023-11-29 03:24:19,206,click,desktop,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_2 like Mac OS X; ko-KR) AppleWebKit/533.29.5 (KHTML, like Gecko) Version/3.0.5 Mobile/8B116 Safari/6533.29.5",LS,https://carney-gibson.com/mainlogin.htm
